vix,sp500,sp500_volume,djia,djia_volume,hsi,ads,us3m,joblessness,epu,GPRD,prev_day,sp500_7d_ma,sp500_30d_ma,sp500_volatility,prev_day_price
22.14,757.119995,20.136063003381604,6583.47,63.29,12534.29981,0.328494,5.35,2,75.0123133,55.51789856,773.880005,781.1728602857144,796.6273356333332,12.153597841345462,773.880005
20.84,759.640015,20.061171489580563,6611.04,54.78,12074.2002,0.316062,5.32,2,75.45429479,56.80715942,757.119995,777.8857161428571,794.9993367999999,14.56081408028135,757.119995
21.3,750.109985,19.985560526613387,6517.01,47.19,12136.29981,0.304267,5.3,2,75.45429479,39.08634567,759.640015,773.0300031428571,792.7933370333334,17.511579092429983,759.640015
21.19,750.320007,20.026130717116597,6477.35,52.06,12055.2002,0.293103,5.27,2,75.45429479,42.13637924,750.109985,767.2342877142858,790.7210042666667,17.328031691601456,750.109985
19.23,757.900024,20.115525415164612,6526.07,54.08,12204.59961,0.282566,5.29,2,75.45429479,57.05858231,750.320007,762.781433,789.2243388,14.566505703429748,750.320007
18.51,762.130005,19.93314509613161,6555.9,37.37,12287.79981,0.254897,5.26,2,75.45429479,71.19298553,757.900024,758.7285765714286,787.9030049666667,8.06457702692883,757.900024
18.44,766.119995,19.926512159316022,6609.16,39.9,12398.59961,0.247269,5.25,2,75.45429479,85.21074677,762.130005,757.6200037142856,786.4310038333333,5.869258360907956,762.130005
18.56,760.599976,19.928085933036154,6563.84,43.95,12426.7002,0.240469,5.24,2,75.45429479,98.19864655,766.119995,758.1171438571429,784.7166687333334,5.966424810279651,766.119995
19.01,758.340027,19.860018120180314,6540.04,41.6,12358.7002,0.234495,5.29,2,75.45429479,42.2604332,760.599976,757.9314312857142,783.1386698666666,5.931251503176984,760.599976
19.76,737.650024,19.912190612466894,6391.69,52.07,12516.59961,0.229345,5.31,2,75.45429479,60.69313812,758.340027,756.1514368571428,781.2246704333334,9.478574652798795,758.340027
19.09,743.72998,19.823832224596888,6451.89,45.83,12296.0,0.217957,5.3,2,75.45429479,57.03759003,737.650024,755.2100044285714,779.6550028666666,10.433465514425015,737.650024
18.25,754.719971,20.044751080401724,6587.15,52.71,12342.0,0.214362,5.31,2,75.45429479,76.63143158,743.72998,754.7557111428571,778.3020019666667,10.36582901158494,743.72998
17.64,763.530029,20.027755869202007,6679.87,63.49,12581.29981,0.210721,5.29,2,75.45429479,48.71422958,754.719971,754.9557145714286,777.3880025333333,10.54380466554571,754.719971
18.71,761.77002,20.037610524129832,6658.6,49.89,12516.2002,0.207033,5.29,2,75.45429479,76.41831207,763.530029,754.3342895714286,776.0473368666666,9.883667662047193,763.530029
18.75,766.340027,19.96598538858933,6703.55,52.06,12541.09961,0.203296,5.29,2,75.45429479,24.37952232,761.77002,755.1542968571429,774.9733378333333,10.694962520310304,761.77002
20.1,760.369995,19.800202223301817,6660.2,43.49,12626.0,0.193353,5.36,2,75.45429479,78.49686432,766.340027,755.4442922857144,773.4866719666667,10.822501936545677,766.340027
19.52,774.609985,20.04500727085066,6833.59,59.68,12580.90039,0.192553,5.36,2,75.45429479,52.40219879,760.369995,760.7242867142858,772.1853373333335,9.646231511438277,760.369995
20.48,773.640015,20.00858853987963,6812.72,51.32,12707.0,0.193271,5.37,2,75.45429479,159.2893219,774.609985,764.9971488571429,770.9286702666667,7.170620782538693,774.609985
20.83,771.179993,20.017317066575025,6792.25,51.4,12726.79981,0.195508,5.32,2,75.45429479,95.37142944,773.640015,767.3485805714287,769.8260030333333,5.808174895220129,773.640015
21.15,765.369995,19.842221587672743,6738.87,43.08,12645.79981,0.199264,5.31,2,75.45429479,84.85992432,771.179993,767.6114328571429,769.0196696,5.645930675744382,771.179993
21.34,772.960022,19.818088128548197,6783.02,43.72,12610.2002,0.21897,5.35,2,75.45429479,45.84869003,765.369995,769.2100045714286,768.3460042333334,5.289241913913668,765.369995
19.81,794.049988,20.121219993242587,6962.03,58.75,12600.40039,0.227429,5.34,2,75.45429479,105.3839111,772.960022,773.1685704285713,768.2906697666668,10.54318721653427,772.960022
20.06,801.340027,20.136404745369116,7008.99,60.41,12903.29981,0.236723,5.28,2,75.45429479,78.87065887,794.049988,779.0214321428572,768.6800049,13.272705581547777,794.049988
19.87,798.530029,19.94756279555402,6976.47,40.18,13020.79981,0.246855,5.24,2,73.45812923,62.06980515,801.340027,782.4385812857142,769.1053385333333,14.92411029350038,801.340027
17.51,812.969971,20.02965855255493,7071.2,46.35,13081.7002,0.257379,5.24,2,73.45812923,58.11522293,798.530029,788.0571464285714,770.1160034333334,18.12064880031115,798.530029
20.13,830.289978,20.12435553495449,7214.48,60.16,13399.29981,0.290042,5.22,3,73.45812923,72.10454559,812.969971,796.50143,771.6556701666667,22.247770514187682,812.969971
20.85,827.76001,20.218554815836782,7225.32,67.15,13579.29981,0.299569,5.21,3,73.45812923,43.11367798,830.289978,805.4142892857143,772.8846699999999,20.08995981014964,830.289978
21.34,815.619995,20.031277986103994,7085.65,46.82,13605.90039,0.308205,5.22,3,73.45812923,21.79320908,827.76001,811.5085711428571,773.7696696,14.21580092499567,827.76001
21.26,820.26001,20.096131092652275,7136.62,55.56,13740.29981,0.315953,5.21,3,73.45812923,58.35611725,815.619995,815.2528599999999,774.7616699333335,12.153062981740657,815.619995
20.11,824.780029,19.937323313926232,7169.53,47.69,13930.79981,0.322816,5.19,3,73.45812923,59.20864105,820.26001,818.6014317142856,776.4583374,10.838904760304338,820.26001
20.25,837.659973,19.945366545695293,7292.74,52.37,13987.79981,0.339372,5.24,2,73.45812923,52.13484192,824.780029,824.1914237142857,779.1430033333334,8.626720635305434,824.780029
20.81,833.130005,20.009426035203195,7274.2,55.94,13906.5,0.34522,5.24,2,73.45812923,60.03587723,837.659973,827.0714285714286,781.5926696666667,7.554668446948451,837.659973
21.09,836.039978,20.039989778162084,7286.15,46.0,14153.59961,0.351444,5.19,2,73.45812923,86.47265625,833.130005,827.8928571428571,784.4570027666667,8.244095828761244,833.130005
19.91,841.880005,19.942750854430457,7333.54,44.05,14041.90039,0.358047,5.13,2,73.45812923,80.87323761,836.039978,829.9099992857143,787.5090027,9.788865409617413,836.039978
21.57,829.75,20.00332283565362,7194.67,68.12,14062.40039,0.365032,5.2,2,73.45812923,54.45316696,841.880005,831.9285714285714,789.9040019,7.552375551881528,841.880005
21.48,833.27002,19.659460692681083,7228.87,38.05,14108.79981,0.387859,5.38,2,73.45812923,60.74390411,829.75,833.7871442857142,792.2753357333333,5.533148077123977,829.75
19.26,841.659973,19.92664525012822,7303.46,50.01,14236.2002,0.39551,5.39,2,73.45812923,52.41404724,833.27002,836.1985648571429,794.7933350000001,4.543182215300345,833.27002
19.28,839.349976,20.108430638294752,7290.68,58.38,14235.5,0.403115,5.12,2,73.45812923,48.6189003,841.659973,836.4399938571429,797.418335,4.676727676227666,841.659973
18.77,835.659973,19.872154048439477,7258.13,41.95,14212.0,0.410675,5.18,2,73.45812923,51.65797424,839.349976,836.8014178571428,799.9956665333334,4.4715527820193435,839.349976
18.08,847.030029,19.848668722019294,7345.9,39.29,14331.7002,0.418193,5.18,2,73.45812923,59.84765625,835.659973,838.3714251428572,803.6416666999999,5.8702490124598885,835.659973
19.36,849.710022,19.893496781136292,7383.4,49.62,14540.2002,0.449409,5.18,2,73.45812923,95.09763336,847.030029,839.489999,807.1743347666668,7.237105021662398,847.030029
19.28,847.210022,20.004472591454835,7357.22,49.17,14556.5,0.458263,5.18,2,73.45812923,54.83315277,849.710022,841.9842878571428,810.2573364666666,6.26411700146098,849.710022
19.02,844.080017,19.952373309923306,7330.18,38.62,14416.59961,0.467594,5.03,2,73.45812923,69.01182556,847.210022,843.5285731428572,812.9423360666667,4.95302715344314,847.210022
19.19,848.280029,20.10188102447486,7331.04,51.12,14757.79981,0.477406,4.96,2,73.45812923,77.41151428,844.080017,844.4742954285714,815.8260030333332,5.164281164452473,844.080017
20.85,846.359985,19.89303811813194,7289.4,43.82,14991.0,0.509375,5.07,2,78.48297814,40.44649124,848.280029,845.4757252857142,818.4933349666667,4.660041897441453,848.280029
20.01,845.47998,20.08293878646694,7312.15,45.3,14760.2002,0.520376,5.05,2,78.48297814,28.55661774,846.359985,846.8785834285715,821.3303344666667,1.8335253520982604,846.359985
20.1,840.109985,19.961175785792307,7269.65,42.26,14831.59961,0.531491,5.09,2,78.48297814,50.57355118,845.47998,845.8900057142856,823.5136678,3.13902529846903,845.47998
20.36,843.429993,19.930541387693776,7305.28,44.73,14795.5,0.542725,5.11,2,78.48297814,34.96952438,840.109985,844.9928587142858,825.8400003999999,2.736966322427324,840.109985
18.94,858.01001,20.007750342569697,7435.77,44.84,14655.09961,0.554083,5.07,2,78.48297814,40.54932022,843.429993,846.535714142857,828.7343343,5.668825603626647,843.429993
19.46,862.909973,19.95928838577226,7478.49,44.34,14655.09961,0.58887,5.06,2,78.48297814,30.74308586,858.01001,849.2257078571429,831.9856669,8.208196551101455,858.01001
19.04,865.27002,20.08267315701896,7539.27,51.51,14439.7002,0.600623,5.05,2,78.48297814,31.38222122,862.909973,851.6528494285715,835.0626668333333,10.16149163846399,862.909973
18.85,869.570007,20.057227860811594,7575.82,55.68,14421.5,0.612451,4.98,2,78.48297814,47.37073135,865.27002,854.968566857143,837.5800008000001,11.801043181492988,865.27002
18.51,883.460022,20.200249542990118,7711.46,62.67,13924.29981,0.624358,4.97,2,78.48297814,38.48094177,869.570007,860.3942871428571,840.3173339666666,15.006933799131742,869.570007
19.27,893.27002,20.171288304869595,7782.03,70.7,14112.59961,0.636348,5.0,2,78.48297814,46.14522171,883.460022,867.988577857143,843.4753336666666,16.41592981227505,883.460022
19.77,893.900024,19.842052634098778,7772.08,45.0,14394.59961,0.67175,5.03,2,78.48297814,62.81733704,893.27002,875.1985822857143,846.1730021000001,14.839622151625017,893.27002
20.17,894.419983,20.11263829577648,7760.77,53.76,14307.2002,0.681883,5.05,2,78.48297814,44.41431427,893.900024,880.400007,848.3106689333333,14.176963758196962,893.900024
20.45,889.059998,20.013460681523917,7718.7,44.89,14203.90039,0.691002,5.03,2,78.48297814,45.46661758,894.419983,884.1357248571429,850.3540018666666,12.092165837496996,894.419983
20.1,897.98999,20.101396916249502,7777.06,52.31,14506.5,0.699111,5.08,2,78.48297814,38.55558777,889.059998,888.8100062857144,853.0996683666667,9.664422233348608,889.059998
20.2,898.700012,20.297256127877674,7796.51,82.43,15154.40039,0.706214,5.08,2,78.48297814,50.42919159,897.98999,892.9714355714285,855.7143351000001,5.272863346751385,897.98999
21.19,878.619995,20.01589802277514,7604.25,49.26,15021.2002,0.722625,5.06,2,78.48297814,68.3418045,898.700012,892.2800031428571,857.5090006333334,6.818709970448912,898.700012
20.74,896.340027,20.111975104699106,7758.06,56.8,14891.0,0.727963,5.07,2,78.48297814,43.80811691,878.619995,892.7185755714285,859.4650024333333,6.989588374671145,878.619995
21.5,888.98999,20.217494089141365,7689.98,59.86,15065.0,0.733425,5.07,2,78.48297814,40.93477249,896.340027,892.0171421428571,861.3270019333333,7.096813156563995,896.340027
21.82,883.679993,20.029678561558942,7654.24,46.5,15127.0,0.739012,5.17,2,78.48297814,48.04919052,888.98999,890.4828578571429,862.9150024333334,7.631565540948979,888.98999
21.22,887.299988,19.973632959515825,7687.72,41.09,15196.79981,0.744727,5.15,2,78.48297814,28.15213394,883.679993,890.231427857143,864.4290018666667,7.714794949477839,883.679993
21.53,885.140015,20.146193569142312,7672.79,48.99,15196.79981,0.763494,5.25,2,78.48297814,29.88140869,887.299988,888.3957171428572,866.2753357,7.06218483953305,887.299988
21.0,891.030029,20.114809010384974,7722.32,53.43,15196.79981,0.771405,5.18,2,73.89486602,42.37826538,885.140015,887.3000052857143,868.2006693333334,5.651013823302152,885.140015
19.7,904.030029,20.082654180786726,7795.38,51.4,15196.79981,0.779593,5.2,2,73.89486602,36.14905167,891.030029,890.9300101428572,870.2796711999999,7.117072331927219,891.030029
17.82,916.919983,19.741582888974147,7895.8,40.87,15055.7002,0.788058,5.14,2,73.89486602,41.2879982,904.030029,893.8700038571429,872.8653381,12.176629096398571,904.030029
19.13,912.200012,20.066990461089915,7858.48,53.23,14858.59961,0.822902,5.12,3,73.89486602,79.87155914,916.919983,897.1857212857142,875.4166727333334,13.69208144461626,916.919983
18.76,918.75,20.080830783829217,7962.3,47.22,14792.2002,0.829064,5.12,3,73.89486602,48.0082283,912.200012,902.1957222857143,877.8073384333334,14.328009954374973,912.200012
20.4,907.539978,20.194123483092,7842.43,66.97,14703.7002,0.833649,5.11,3,73.89486602,35.75882721,918.75,905.0871494285714,879.7350036333333,12.779586119328497,918.75
19.92,913.780029,20.127862238518887,7886.76,58.93,14839.2002,0.83666,5.15,3,73.89486602,52.41404724,907.539978,909.17858,881.9540038666667,9.490401139873068,907.539978
19.06,916.679993,20.030218653386598,7921.81,46.33,15225.29981,0.838098,5.14,3,73.89486602,54.83315277,913.780029,912.8428605714287,884.3740030666667,5.374614895169112,913.780029
19.58,918.380005,20.001636876008597,7922.98,49.49,15370.90039,0.832542,5.22,2,73.89486602,46.27568436,916.679993,914.8928571428571,886.7106689333334,4.018612491576007,916.679993
19.0,925.76001,20.209719851349174,7975.7,59.19,15487.2002,0.826821,5.22,2,73.89486602,46.30471039,918.380005,916.1557181428572,889.3573364333333,5.769424072749085,918.380005
19.36,936.590027,20.288459454480797,8038.88,74.91,15446.0,0.819091,5.17,2,73.89486602,63.02983093,925.76001,919.640006,892.394338,9.279449149130759,925.76001
20.54,931.609985,20.260039193568893,8020.76,78.86,15706.29981,0.809349,5.18,2,73.89486602,55.73194504,936.590027,921.4771467142856,895.4443379999999,10.291677411219771,936.590027
22.28,915.299988,20.19514145029784,7890.46,73.34,15570.40039,0.797591,5.24,2,73.89486602,63.51037979,931.609985,922.5857195714286,897.8400045000001,8.858346583623355,931.609985
23.51,912.940002,19.945649501936295,7906.72,56.89,15536.29981,0.75158,5.27,2,73.89486602,44.764431,915.299988,922.4657157142857,899.6710042333333,9.002043283994478,915.299988
21.77,933.97998,20.177831516709198,8061.64,68.76,15446.79981,0.734525,5.18,2,73.89486602,69.01182556,912.940002,924.9371424285715,902.0400044666668,9.509370329729176,912.940002
21.3,936.559998,20.240266124866398,8088.35,71.42,15738.79981,0.716835,5.2,2,73.89486602,40.81192398,933.97998,927.5342842857142,904.4163370666668,9.894842461285242,933.97998
20.96,940.299988,20.162934795027834,8116.92,57.79,15709.2002,0.698503,5.23,2,73.89486602,34.7593689,936.559998,929.611424,906.7740031,10.932070712154792,936.559998
20.82,938.789978,20.07223900959418,8113.44,52.41,15658.09961,0.679522,5.24,2,73.89486602,35.72377014,940.299988,929.9257027142858,908.6183349666667,11.19460120073407,940.299988
21.84,936.450012,19.961668496890432,8121.1,49.58,15666.59961,0.619006,5.24,2,73.89486602,52.70915604,938.789978,930.6171351428573,910.0576680333332,11.462241123762281,938.789978
22.02,942.289978,20.115451961367153,8174.52,55.39,15772.09961,0.598148,5.24,2,73.89486602,56.65737534,936.450012,934.4728480000001,911.6706665,9.881569053800424,936.450012
21.39,952.289978,20.158459101073014,8254.89,50.39,15983.2002,0.576999,5.24,2,73.89486602,47.41916656,942.289978,940.0942731428571,913.5996663333333,6.03401693056761,942.289978
21.48,954.309998,20.12147557963171,8222.61,48.22,16365.7002,0.555553,5.25,2,73.89486602,70.55522156,952.289978,942.9985614285714,915.7746663333334,7.3497639572275455,952.289978
22.29,947.140015,20.05724732572119,8194.04,53.77,16379.2002,0.533799,5.28,2,63.80987927,60.96750641,954.309998,944.5099924285714,917.4130005000001,6.877738901073469,954.309998
21.94,950.299988,19.93800336967164,8198.45,45.01,16259.59961,0.480642,5.29,2,63.80987927,56.62509155,947.140015,945.9385638571429,919.1329996999999,6.896061091798784,947.140015
20.64,952.369995,20.080260289766986,8187.53,41.37,16371.5,0.466635,5.29,2,63.80987927,74.97580719,950.299988,947.8785662857143,921.5913330333334,6.445278793030099,950.299988
20.05,960.320007,20.15269021054393,8259.3,50.32,16541.59961,0.454437,5.29,2,63.80987927,69.66493988,952.369995,951.2885655714284,923.7239990333333,5.657305607279635,952.369995
19.77,951.190002,20.17167030237323,8188.0,56.1,16673.30078,0.444043,5.3,2,63.80987927,44.41431427,960.320007,952.5599975714285,925.7973327666666,4.077376640021351,960.320007
22.46,933.539978,20.1495359133089,8031.22,65.47,16647.5,0.435449,5.29,2,63.80987927,55.31792831,951.190002,949.8814261428571,927.4593322666666,8.27863738013234,951.190002
22.77,937.0,19.99000474653175,8062.11,64.45,16460.5,0.42067,5.31,2,63.80987927,55.20946503,933.539978,947.4085692857143,929.1159993333333,9.262188049257656,933.539978
23.75,926.530029,20.0287377053123,7960.84,56.43,16383.40039,0.419717,5.31,2,63.80987927,45.27427292,937.0,944.4642855714286,930.4956664666666,12.178453936393598,937.0
24.52,922.02002,20.19089306679529,7928.32,68.9,16482.90039,0.420788,5.32,2,63.80987927,49.07507706,926.530029,940.4242901428571,931.5286661666667,14.40675266701296,926.530029
23.11,924.77002,20.0892551144952,7942.02,56.41,16497.69922,0.423883,5.34,2,63.80987927,47.37073135,922.02002,936.4814365714285,932.2199992000001,14.369300514304314,922.02002
24.45,900.809998,20.103034491512847,7694.65,61.19,16096.90039,0.429005,5.29,2,63.80987927,36.73210144,924.77002,927.9800067142858,931.6829997000001,15.476405191925423,924.77002
24.37,912.48999,20.0583756427012,7803.36,69.26,16096.90039,0.455208,5.23,3,63.80987927,29.88140869,900.809998,922.4514335714285,931.6926656333333,12.41232986229377,900.809998
22.64,926.01001,20.117451650151875,7918.1,57.64,15477.29981,0.46578,5.25,3,63.80987927,56.5928421,912.48999,921.3757238571428,931.9346659666667,11.590248664215071,912.48999
21.09,939.349976,20.07177870156415,8021.23,49.68,15855.7002,0.477053,5.24,3,63.80987927,57.23658752,926.01001,921.7114347142858,932.9949992333333,12.139261422066062,926.01001
23.83,925.049988,20.0281166557198,7893.94,45.67,15654.0,0.489033,5.27,3,63.80987927,44.81101227,939.349976,921.5000002857142,933.3706645333334,12.053935476071022,939.349976
24.74,923.539978,19.94708481523006,7887.9,52.97,15429.79981,0.501724,5.25,3,63.80987927,43.7635994,925.049988,921.717137142857,933.5993307,12.078529245705191,925.049988
24.1,920.159973,19.779064196882178,7859.57,40.48,15598.90039,0.545062,5.28,2,63.80987927,34.15018082,923.539978,921.0585590000001,933.6586629666667,12.009814060958208,923.539978
24.73,913.02002,19.922778406792425,7782.22,44.86,15547.2002,0.562546,5.28,2,63.80987927,20.34746742,920.159973,922.802847857143,933.2339966333333,9.11710739979614,920.159973
24.26,913.700012,20.014294108071397,7787.33,51.55,15534.0,0.581718,5.28,2,63.80987927,39.52087402,913.02002,922.9757081428571,932.4709961333334,8.897820920018574,913.02002
24.51,903.669983,20.00233627743036,7694.42,49.71,14876.09961,0.602586,5.24,2,63.80987927,55.44046021,913.700012,919.7842757142859,931.5396627333334,11.308069770865522,913.700012
24.76,899.469971,19.84115911926831,7622.42,41.95,14135.2002,0.625158,5.24,2,63.80987927,63.52869415,903.669983,914.0871321428571,931.0119954999999,9.74582719164647,903.669983
24.53,927.580017,20.01372501393309,7879.78,54.77,13735.29981,0.726573,5.21,2,61.15956312,30.77879333,899.469971,914.4485648571429,931.499996,10.253830047609487,899.469971
24.95,927.859985,20.12371828494091,7894.64,54.6,14714.0,0.748807,5.14,2,61.15956312,53.32100677,927.580017,915.0657087142857,931.2959961666667,10.995396880837788,927.580017
25.27,930.869995,20.14221444091212,7867.23,52.71,14199.2002,0.768834,5.14,2,61.15956312,40.52070618,927.859985,916.5957118571429,931.1063293999999,12.468828362967797,927.859985
24.31,929.049988,20.100390711236077,7822.4,51.45,14563.59961,0.786664,5.17,2,61.15956312,70.48016357,930.869995,918.8857072857143,930.7313293999999,13.155765231867655,930.869995
24.4,931.200012,19.96061851554588,7835.18,38.99,14806.5,0.827925,5.16,2,61.15956312,40.52070618,929.049988,921.3857072857143,930.4783305333333,13.659219218877775,929.049988
23.89,933.619995,20.034509006679,7851.9,48.79,14996.7002,0.83882,5.16,2,61.15956312,34.3757019,931.200012,925.6642804285714,930.3839966333334,11.741189675335837,931.200012
24.64,919.030029,20.064751942212737,7719.27,60.37,14805.40039,0.848442,5.11,2,61.15956312,43.18058395,933.619995,928.4585744285715,929.608665,4.660974555141162,933.619995
25.99,912.590027,20.169915382504488,7660.98,74.03,14308.29981,0.856796,5.13,2,61.15956312,58.8763237,919.030029,926.3171472857142,928.2853333,7.6298434420630725,919.030029
25.17,923.909973,20.114735503944072,7742.97,58.66,14470.5,0.863885,5.1,2,61.15956312,59.33727264,912.590027,925.7528598571428,927.2719991333332,7.642777237553757,912.590027
25.74,919.77002,19.964042956528157,7721.13,47.7,14630.7002,0.877681,5.08,2,61.15956312,42.3331337,923.909973,924.1671491428572,926.3596659666666,7.555133076451301,923.909973
23.77,945.640015,20.27130642872985,7895.92,81.0,14411.2002,0.879923,5.09,2,61.15956312,45.09254456,919.77002,926.5371530000001,926.2043335333333,11.108582565230876,919.77002
24.1,943.0,20.196564865715466,7886.43,63.07,14411.2002,0.881006,5.1,2,61.15956312,51.15934372,945.640015,928.2228655714287,925.8920003666666,12.713479256472707,945.640015
23.48,947.289978,20.155569994866976,7922.72,66.77,14419.5,0.880928,5.1,2,61.15956312,40.89589691,943.0,930.1757202857143,925.4576660666667,14.59181053638132,943.0
22.74,950.51001,20.262879811523174,7917.26,74.7,14384.09961,0.879691,5.06,2,61.15956312,29.68250847,947.289978,934.6728604285714,925.4349996666666,15.41218471466964,947.289978
22.08,955.429993,20.011751001065356,7996.83,59.82,14108.09961,0.868879,5.02,2,61.15956312,33.99442291,950.51001,940.7928555714286,926.1646668333334,13.578409716583094,950.51001
22.0,951.929993,20.07495817177146,7970.06,53.08,14094.40039,0.862721,5.02,2,61.15956312,57.69841003,955.429993,944.7957155714284,926.6623332666667,11.783343834367276,955.429993
22.64,944.47998,20.276134629724428,7906.7,68.04,14205.40039,0.855261,4.94,2,61.15956312,43.87506866,951.929993,948.3257098571428,927.2606649666667,4.466008360020386,951.929993
22.96,937.909973,20.078680224906094,7848.01,55.04,14636.59961,0.846495,4.93,2,61.15956312,45.28901291,944.47998,947.2214181428571,927.7903300666666,5.949926891854566,944.47998
22.26,945.219971,20.040742030002463,7922.17,51.05,14710.90039,0.83642,4.99,2,61.15956312,30.59466362,937.909973,947.5385568571428,928.4719951,5.7429835580850055,937.909973
22.23,953.340027,19.983236672582333,7991.42,51.05,14864.40039,0.798014,5.07,2,61.15956312,30.88641357,945.219971,948.4028495714285,930.2229960666666,6.14081172686888,945.219971
22.91,947.280029,20.191386805684715,7945.25,49.84,15049.29981,0.78209,5.06,2,61.15956312,69.59175873,953.340027,947.9414237142856,931.3826640333334,6.077110280957236,953.340027
22.32,955.409973,20.210204383909243,8015.49,54.31,15049.29981,0.76455,5.1,2,83.65215019,28.66645241,947.280029,947.9385637142857,932.3626628,6.0730019681441645,947.280029
22.27,960.460022,19.978319973258905,8027.52,47.19,15049.29981,0.747707,5.07,2,83.65215019,38.86586761,955.409973,949.1571392857143,933.066331,7.656685992490187,955.409973
21.54,965.030029,20.250650802548357,8038.57,77.87,15128.0,0.731555,5.03,2,83.65215019,52.72813797,960.460022,952.0928605714287,934.3989990333333,9.322845014191392,960.460022
21.61,972.690002,20.021320064047792,8100.21,46.02,14776.79981,0.687169,5.08,2,83.65215019,47.79509354,965.030029,957.0614361428571,936.0373331666667,9.761944543768989,965.030029
20.29,983.119995,20.12900425675008,8178.31,54.93,14810.79981,0.673684,5.06,2,83.65215019,38.295578,972.690002,962.4757252857144,938.1360005666667,12.284135244142494,972.690002
20.77,973.840027,20.166588230076385,8095.05,59.73,14838.5,0.660843,5.09,2,83.65215019,33.1256752,983.119995,965.4042967142857,940.1633341333333,12.186403134767088,983.119995
22.31,970.619995,20.128768708964923,8061.41,49.66,14273.09961,0.648639,5.14,2,83.65215019,45.66959,973.840027,968.7385775714286,942.0606669,9.237089682062392,973.840027
19.75,966.97998,20.03147773442138,8045.2,40.12,14273.09961,0.637069,5.14,2,83.65215019,43.35821533,970.619995,970.3914357142858,944.1710001333333,7.283089317964408,970.619995
20.26,968.099976,19.68706481121819,8072.22,29.9,14072.90039,0.606961,5.14,2,83.65215019,62.94665909,966.97998,971.4828577142858,946.4586669666667,6.007491648822224,966.97998
19.99,970.280029,20.050568135213393,8096.28,57.86,13836.59961,0.599578,5.08,2,83.65215019,35.61900711,968.099976,972.2328577142856,947.8820006999999,5.360504235673313,968.099976
20.05,965.719971,20.040682662268924,8057.97,44.92,13384.2002,0.593658,5.06,2,83.65215019,46.96457291,970.280029,971.237139,949.1440002333334,5.883289274338994,970.280029
20.53,955.25,20.207444423310363,7938.87,67.5,13567.29981,0.589198,5.07,2,83.65215019,62.89685059,965.719971,967.2557111428572,949.9566670666667,5.931589561131905,965.719971
21.69,944.159973,20.253230208788715,7847.03,81.01,13601.0,0.586196,5.06,2,83.65215019,58.99497223,955.25,963.0157034285714,950.4603332333334,9.79216332470907,955.25
20.72,955.609985,19.99734750212255,7921.44,64.29,12970.90039,0.584811,5.09,2,83.65215019,52.00891495,944.159973,960.8714162857143,951.2739989999999,9.488171751795688,944.159973
19.53,972.280029,20.182513511655568,8060.43,66.02,12403.09961,0.585393,5.07,2,83.65215019,58.71155548,955.609985,961.6285661428572,952.5626668,10.238663496922921,955.609985
19.86,968.48999,20.23467452369391,8034.64,89.95,11637.79981,0.586309,5.16,2,83.65215019,62.38357162,972.280029,961.6842824285714,954.2113321666668,10.280723409177975,972.280029
22.99,950.690002,20.3276569973469,7847.76,86.34,10426.29981,0.587561,5.13,2,83.65215019,40.39716721,968.48999,958.8857071428572,955.4813313333333,10.217002336866635,968.48999
23.17,941.640015,20.3341119757057,7715.4,91.09,11144.29981,0.589149,5.15,2,83.65215019,85.56447601,950.690002,955.4457134285714,956.0723327333334,11.505032654205738,950.690002
31.12,876.98999,20.357593395222015,7161.14,91.83,10498.2002,0.596787,5.08,2,83.65215019,79.22998047,941.640015,944.265712,954.6463317333333,31.818521518135114,941.640015
31.22,921.849976,20.90771013995291,7498.31,160.97,9059.900391,0.601431,5.25,2,83.65215019,73.1883316,876.98999,941.0785695714286,953.8533304333334,32.928859609937085,876.98999
33.75,919.159973,20.471799969913523,7506.66,95.99,10765.29981,0.607267,5.19,2,83.65215019,51.85419083,921.849976,935.871425,953.0586628666666,33.129345326197274,921.849976
38.2,903.679993,20.383911452324,7381.67,77.16,10362.90039,0.614299,5.17,2,83.65215019,58.98668289,919.159973,926.0714198571429,951.6049967,30.615198496378657,919.159973
35.09,914.619995,20.273958554726065,7442.08,70.37,10623.79981,0.62253,5.21,2,83.65215019,75.94952393,903.679993,918.3757062857143,950.4086628666668,24.293257845596578,903.679993
32.09,938.98999,20.151876007976366,7674.39,67.16,11255.09961,0.648461,5.26,2,78.3938861,51.41457748,914.619995,916.704276,949.8606627666667,21.993004538028842,914.619995
32.24,940.76001,20.110019817427364,7689.12,56.33,10780.79981,0.655003,5.25,2,78.3938861,81.59033203,938.98999,916.578561,949.48833,21.828613181756804,938.98999
32.18,942.76001,20.153539107028042,7692.56,56.78,10681.79981,0.66041,5.27,2,78.3938861,63.42601395,940.76001,925.9742781428571,949.4309976666666,15.050951986227254,940.76001
32.57,938.030029,20.074881676772428,7683.23,54.58,10412.59961,0.664684,5.31,2,78.3938861,59.04201508,942.76001,928.2857142857143,949.4349995333334,15.546269838864557,942.76001
36.27,927.51001,20.16111183221243,7581.32,66.15,10104.5,0.667827,5.31,2,78.3938861,39.60371399,938.030029,929.4785767142857,948.8446674999999,15.041504540921483,938.030029
